Sample,DB,gene,allele,coverage,depth,diffs,uncertainty,divergence,length,maxMAF,clusterid,seqid,annotation
Met4878,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,9.049,,,0,534,0.333,4,92,
Met4879,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,10.875,,,0,534,0.25,4,92,
Met4880,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,73.882,,,0,534,0.106,4,92,
Met4882,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,45.819,,,0,534,0.182,4,92,
Met4886,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,81.931,,,0,534,0.07,4,92,
Met4887,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,30.521,,,0,534,0.148,4,92,
Met5656,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,32.391,,,0,534,0.111,4,92,
Met5657,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,35.714,,,0,534,0.069,4,92,
Met5660,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,10.224,,,0,534,0.143,4,92,
Met5661,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,28.271,,,0,534,0.143,4,92,
Met5662,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,14.314,,,0,534,0.083,4,92,
Met5663,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,15.593,,,0,534,0.167,4,92,
Met5664,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,111.052,,,0,534,0.026,4,92,
Met5665,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,95.843,,,0,534,0.065,4,92,
Met5668,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,64.239,,,0,534,0.039,4,92,
Met5669,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,109.105,,,0,534,0.056,4,92,
Met5673,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,12.262,,,0,534,0.125,4,92,
Met5674,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,18.2,,,0,534,0.167,4,92,
Met5678,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,161.314,,,0,534,0.028,4,92,
Met5679,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,5.32,,edge2.0,0,534,0.2,4,92,
Met5680,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,1478.531,,,0,534,0.022,4,92,
Met5682,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,97.94,6.906,11holes,,0,534,0.167,4,92,
Met5686,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,5.976,,,0,534,0.4,4,92,
Met5687,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,49.065,,,0,534,0.059,4,92,
Met5690,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,12.228,,,0,534,0.143,4,92,
Met5694,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,41.751,,,0,534,0.065,4,92,
Met5696,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,31.832,,,0,534,0.074,4,92,
Met5699,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,18.824,,,0,534,0.167,4,92,
Met5700,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,15.729,,,0,534,0.2,4,92,
Met5701,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,150.703,,,0,534,0.041,4,92,
Met5703,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,11.469,,,0,534,0.143,4,92,
Met5704,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,10.226,,,0,534,0.2,4,92,
Met5705,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,5.957,,,0,534,0.2,4,92,
Met5706,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,6.669,,,0,534,0.333,4,92,
Met5709,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,18.447,,,0,534,0.125,4,92,
Met5712,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,782.477,,,0,534,0.019,4,92,
Met5718,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,49.764,,,0,534,0.051,4,92,
Met5721,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,31.714,,,0,534,0.1,4,92,
Met5722,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,81.931,,,0,534,0.037,4,92,
Met5723,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,8.905,,,0,534,0.333,4,92,
Met5725,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,4.94,,depth4.94,0,534,0.25,4,92,
Met5727,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,240.6,,,0,534,0.026,4,92,
Met5728,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,8.398,,,0,534,0.25,4,92,
Met5730,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,19.606,,,0,534,0.111,4,92,
Met5731,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,21.75,,,0,534,0.167,4,92,
Met5732,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,25.336,,,0,534,0.067,4,92,
Met5734,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,472.75,,,0,534,0.023,4,92,
Met5737,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,263.043,,,0,534,0.028,4,92,
Met5739,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,967.948,,,0,534,0.052,4,92,
Met5740,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,213.099,,,0,534,0.04,4,92,
Met5741,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,7.963,,,0,534,0.25,4,92,
Met5746,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,164.791,,,0,534,0.053,4,92,
Met5749,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,45.884,,,0,534,0.054,4,92,
Met5750,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,62.236,,,0,534,0.051,4,92,
Met5752,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,39.209,,,0,534,0.051,4,92,
Met5753,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,51.422,,,0,534,0.103,4,92,
Met5754,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,686.781,,,0,534,0.027,4,92,
Met5755,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,47.151,,,0,534,0.074,4,92,
Met5762,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,99.493,,,0,534,0.036,4,92,
Met5763,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,1278.561,,,0,534,0.032,4,92,
Met5764,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,140.363,,,0,534,0.047,4,92,
Met5765,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,14.37,,,0,534,0.143,4,92,
Met5766,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,230.039,,,0,534,0.046,4,92,
Met5769,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,73.026,,,0,534,0.056,4,92,
Met5773,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,52.183,,,0,534,0.088,4,92,
Met5775,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,8.213,1snp,,0.187,534,0.143,4,92,
Met5776,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,127.843,,,0,534,0.396,4,92,
Met5777,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,93.271,,,0,534,0.042,4,92,
Met5781,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,471.991,,,0,534,0.03,4,92,
Met5782,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,116.353,,,0,534,0.055,4,92,
Met5787,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,99.813,3.839,1snp1holes,edge1.0,0.188,534,0.333,4,92,
Met5788,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,8.292,,,0,534,0.143,4,92,
Met5789,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,226.2,,,0,534,0.023,4,92,
Met5791,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,466.783,,,0,534,0.022,4,92,
Met5796,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,8.172,,edge2.0,0,534,0.222,4,92,
Met5799,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,5.843,,,0,534,0.2,4,92,
Met5800,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,7.224,,,0,534,0.25,4,92,
Met5801,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,228.041,,,0,534,0.039,4,92,
Met5803,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,41.807,,,0,534,0.077,4,92,
Met5804,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,1762.31,,,0,534,0.021,4,92,
Met5805,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,28.264,,,0,534,0.111,4,92,
Met5806,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,26.213,,,0,534,0.111,4,92,
Met5810,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,100,4.74,,depth4.74,0,534,0,4,92,
Met5815,CARD_v3.0.8_SRST2,ANT2''_AGly,ant2''-Ia_92,94.757,6.554,28holes,,0,534,0.4,4,92,
Met4834,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,7.6,2snp3indel,edge2.0,0.253,792,0.375,5,93,
Met4839,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA2_104,92.051,3.506,2snp62holes,edge0.0,0.279,780,0.5,5,104,
Met4841,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,377.74,9snp,,1.136,792,0.495,5,101,
Met4842,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,8.31,2snp3indel,edge1.0,0.253,792,0.429,5,93,
Met4845,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,19.921,,,0,834,0.214,5,95,
Met4846,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,8.427,2snp3indel,edge2.0,0.253,792,0.2,5,93,
Met4847,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,407.25,9snp,,1.136,792,0.453,5,101,
Met4849,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,299.284,9snp,,1.136,792,0.5,5,101,
Met4851,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA12_98,99.747,30.764,14snp2holes,edge0.0,1.772,792,0.429,5,98,
Met4852,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,8.82,2snp3indel,,0.253,792,0.25,5,93,
Met4853,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,499.541,2snp3indel,,0.253,792,0.215,5,93,
Met4855,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,94.192,9.273,1snp3indel43holes,edge0.0,0.134,792,0.2,5,93,
Met4856,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,97.615,,,0,792,0.451,5,93,
Met4858,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,89.369,,,0,834,0.124,5,95,
Met4859,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,97.601,9.342,2snp19holes,edge2.0,0.259,792,0.5,5,93,
Met4860,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA16_102,100,49.196,3snp,,0.355,846,0.34,5,102,
Met4861,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,230.847,2snp3indel,,0.253,792,0.164,5,93,
Met4863,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,146.773,,,0,792,0.484,5,93,
Met4867,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,23.479,2snp3indel,,0.253,792,0.353,5,93,
Met4868,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.495,16.308,2snp3indel1holes,edge2.0,0.253,792,0.438,5,93,
Met4870,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA12_98,90.53,24.052,24snp75holes,edge0.0,3.347,792,0.111,5,98,
Met4873,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,399.585,11snp,,1.389,792,0.435,5,101,
Met4875,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,98.737,11.144,2snp3indel7holes,edge0.0,0.255,792,0.267,5,93,
Met4877,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,53.317,,,0,834,0.132,5,95,
Met4878,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,20.053,2snp3indel,,0.253,792,0.444,5,93,
Met4879,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA17_103,95.833,12.243,4snp33holes,edge0.0,0.527,792,0.5,5,103,
Met4880,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,8.042,,edge2.0,0,834,0.5,5,95,
Met4882,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,108.4,2snp3indel,,0.253,792,0.329,5,93,
Met4886,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,279.731,2snp3indel,,0.253,792,0.157,5,93,
Met4887,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,107.09,2snp3indel,,0.253,792,0.157,5,93,
Met5656,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,26.532,,,0,834,0.136,5,95,
Met5657,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,562.301,8snp,,1.01,792,0.447,5,101,
Met5658,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA17_103,94.571,3.295,4snp43holes,edge0.0,0.534,792,0.25,5,103,
Met5660,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,437.536,,,0,792,0.239,5,93,
Met5661,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,12.984,,,0,834,0.167,5,95,
Met5662,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,17.034,2snp3indel,,0.253,792,0.167,5,93,
Met5663,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,184.101,2snp3indel,,0.253,792,0.119,5,93,
Met5664,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,98.921,3.862,3snp3indel6holes,edge0.0,0.362,834,0.5,5,95,
Met5665,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,76.996,,,0,834,0.071,5,95,
Met5666,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,27.483,,,0,792,0.214,5,93,
Met5667,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,5.38,,edge1.0,0,792,0.5,5,93,
Met5668,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA12_98,100,57.319,9snp,,1.136,792,0.488,5,98,
Met5669,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,59.492,,,0,834,0.104,5,95,
Met5670,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,5.188,1snp3indel,edge2.0,0.126,792,0.5,5,93,
Met5673,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,268.714,2snp3indel,,0.253,792,0.129,5,93,
Met5674,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,34.28,2snp3indel,,0.253,792,0.156,5,93,
Met5675sub,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,22.926,2snp3indel,,0.253,792,0.133,5,93,
Met5678,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,335.876,2snp3indel,,0.253,792,0.3,5,93,
Met5679,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,11.18,2snp3indel,,0.253,792,0.182,5,93,
Met5680,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA1.v1_94,99.621,1284.602,5snp3indel,,0.631,792,0.212,5,94,
Met5681,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA5_114,96.831,3.013,7snp25holes,depth3.013,0.916,789,0.5,5,114,
Met5682,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,11.328,4snp3indel,,0.505,792,0.5,5,93,
Met5685,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,93.056,5.641,2snp3indel52holes,edge2.0,0.27,792,0.25,5,93,
Met5686,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,8.62,2snp3indel,edge2.0,0.253,792,0.5,5,93,
Met5687,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,41.506,2snp3indel,,0.253,792,0.071,5,93,
Met5688,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,31.636,,,0,792,0.091,5,93,
Met5690,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,12.15,2snp3indel,,0.253,792,0.167,5,93,
Met5694,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA2_104,100,53.215,1snp,,0.128,780,0.426,5,104,
Met5696,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,94.917,2snp3indel,,0.253,792,0.184,5,93,
Met5698,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA2_104,97.179,5.698,1snp22holes,edge0.0,0.132,780,0.375,5,104,
Met5699,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,25.025,2snp3indel,,0.253,792,0.167,5,93,
Met5700,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,149.409,2snp3indel,,0.253,792,0.145,5,93,
Met5701,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA8b_121,99.621,355.125,7snp3indel,,0.884,792,0.457,5,121,
Met5702,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,94.365,3.459,47holes,depth3.459,0,834,0.143,5,95,
Met5703,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA6_115,100,29.311,,,0,846,0.267,5,115,
Met5704,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,113.174,2snp3indel,,0.253,792,0.196,5,93,
Met5705,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,292.554,2snp3indel,,0.253,792,0.194,5,93,
Met5706,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA5_114,100,4.857,,edge2.0,0,789,0.2,5,114,
Met5709,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA5_114,100,46.286,,,0,789,0.063,5,114,
Met5712,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,696.991,3snp,,0.379,792,0.462,5,101,
Met5713,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,4.779,,edge2.0,0,792,0.5,5,93,
Met5714,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,14.349,2snp3indel,,0.253,792,0.25,5,93,
Met5715,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA5_114,100,31.527,,,0,789,0.133,5,114,
Met5717,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,28.462,2snp3indel,,0.253,792,0.4,5,93,
Met5718,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,99.874,40.961,2snp1indel,edge1.0,0.253,792,0.5,5,101,
Met5720,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.874,24.511,2snp1indel,,0.253,792,0.5,5,93,
Met5721,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA1.v1_94,100,27.136,,,0,792,0.25,5,94,
Met5722,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,405.87,20snp,,2.525,792,0.438,5,101,
Met5723,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,57.544,2snp3indel,,0.253,792,0.154,5,93,
Met5725,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,372.508,,,0,792,0.022,5,93,
Met5727,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA2_104,100,615.658,1snp,,0.128,780,0.264,5,104,
Met5728,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,13.443,2snp3indel,,0.253,792,0.286,5,93,
Met5730,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA7.v1_117,100,6.733,6snp,,0.752,798,0.444,5,117,
Met5731,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,17.694,1snp,,0.126,792,0.438,5,101,
Met5732,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,21.598,2snp3indel,,0.253,792,0.25,5,93,
Met5734,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,357.298,18snp,,2.273,792,0.469,5,101,
Met5737,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,240.269,2snp3indel,,0.253,792,0.201,5,93,
Met5739,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,1591.332,2snp3indel,,0.253,792,0.115,5,93,
Met5740,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA7.v1_117,100,203.068,,,0,798,0.187,5,117,
Met5741,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA8b_121,96.591,10.586,3snp27holes,edge1.0,0.392,792,0.5,5,121,
Met5742,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA24_108,94.487,7.649,3snp3indel40holes,edge0.0,0.405,780,0.5,5,108,
Met5746,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,133.523,2snp3indel,,0.253,792,0.161,5,93,
Met5747,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,68.448,2snp3indel,,0.253,792,0.135,5,93,
Met5748,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,11.631,,,0,792,0.333,5,93,
Met5749,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA7.v1_117,100,7.914,8snp,edge1.0,1.003,798,0.333,5,117,
Met5750,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA7.v1_117,100,26.763,8snp,,1.003,798,0.391,5,117,
Met5751,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,92.929,6.704,10snp56holes,edge0.0,1.359,792,0.5,5,101,
Met5752,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,34.19,2snp3indel,,0.253,792,0.211,5,93,
Met5753,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA15_101,100,52.449,3snp,,0.379,792,0.491,5,101,
Met5754,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,601.545,,,0,834,0.063,5,95,
Met5755,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,98.201,3.463,15holes,edge1.0,0,834,0.5,5,95,
Met5759,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,23.57,2snp3indel,,0.253,792,0.143,5,93,
Met5760,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,20.396,2snp3indel,,0.253,792,0.118,5,93,
Met5761,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,32.294,2snp3indel,,0.253,792,0.429,5,93,
Met5762,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,101.802,2snp3indel,,0.253,792,0.144,5,93,
Met5763,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,874.61,,,0,834,0.201,5,95,
Met5764,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA2_104,100,158.085,1snp,,0.128,780,0.423,5,104,
Met5765,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA8b_121,99.621,15.323,3snp3indel,edge2.0,0.379,792,0.438,5,121,
Met5766,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA12_98,100,314.458,3snp,,0.379,792,0.494,5,98,
Met5769,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,65.192,2snp3indel,,0.253,792,0.088,5,93,
Met5772,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,23.933,2snp3indel,,0.253,792,0.176,5,93,
Met5773,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA10_95,100,53.503,,,0,834,0.079,5,95,
Met5774,CARD_v3.0.8_SRST2,ANT3''_AGly,ant3''-IIa_124,95.679,36.208,2snp3indel39holes,edge2.0,0.214,972,0.4,5,124,
Met5775,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA6_115,100,4.953,5snp,depth4.953,0.591,846,0.5,5,115,
Met5776,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA6_115,100,45.244,6snp,,0.709,846,0.397,5,115,
Met5777,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,226.303,2snp3indel,,0.253,792,0.102,5,93,
Met5778,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA5_114,100,4.943,,edge2.0,0,789,0.5,5,114,
Met5780,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,100,1159.729,,,0,792,0.116,5,93,
Met5781,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA5_114,100,5.413,,edge1.0,0,789,0.5,5,114,
Met5782,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,132.574,2snp3indel,,0.253,792,0.111,5,93,
Met5785,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,96.97,7.588,1snp24holes,edge0.0,0.13,792,0.333,5,93,
Met5787,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,70.84,2snp3indel,,0.253,792,0.448,5,93,
Met5788,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,132.451,2snp3indel,,0.253,792,0.101,5,93,
Met5789,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,266.347,2snp3indel,,0.253,792,0.116,5,93,
Met5790,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA7.v1_117,91.98,3.799,64holes,edge0.0,0,798,0.4,5,117,
Met5791,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,637.301,2snp3indel,,0.253,792,0.093,5,93,
Met5794,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,7.832,2snp3indel,edge1.0,0.253,792,0.222,5,93,
Met5796,CARD_v3.0.8_SRST2,ANT3''_AGly,aadA_93,99.621,23.96,2snp3indel,,0.253,792,0.226,5,93,
