user_genome,domain,phylum,class,order,family,genus,species,Unique_ptid,site_specific,Survey_Period
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.17,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia coccoides,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.18,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus intestini,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.19,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_B,s__Enterococcus_B faecium,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus sp001305115,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.20,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimivicinus,s__Fimivicinus sp900544375,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.21,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp001304935,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella,s__Hungatella effluvii,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera sp001546855,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes caccae,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,33,An,2
Met8647_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes onderdonkii,33,An,2
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus paragasseri,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.11,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Clostridium_AQ,s__Clostridium_AQ sp000165065,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.12,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp900551465,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.13,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Sellimonas,s__Sellimonas intestinalis,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.14,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia coccoides,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.15,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella,s__Hungatella effluvii,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.16,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,s__Veillonella_A seminalis,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.17,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor plautii,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.18,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AP,s__Clostridium_AP scindens,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.19,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes caccae,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus sp001305115,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.21,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter welbionis,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.22,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Bariatricus,s__Bariatricus massiliensis,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.23,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Anaerotruncus,s__Anaerotruncus colihominis,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.24,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_B,s__Ruminococcus_B gnavus,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.25,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.26,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp001304935,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.28,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimivicinus,s__Fimivicinus sp900544375,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.29,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Fimisoma,s__Fimisoma sp000435715,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter torques,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.30,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes onderdonkii,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.31,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Evtepia,s__Evtepia gabavorous,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera sp001546855,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster aldenensis,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster sp005845215,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Harryflintia,s__Harryflintia acetispora,33,An,3
Met8648_megahit_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus intestini,33,An,3
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.11,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Gleimia,s__Gleimia hominis,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium injenense,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp900539985,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,33,Fg,1
Met8649_megahit_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,33,Fg,1
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.11,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__,s__,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.12,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_C,s__Peptoniphilus_C ivorii,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.13,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.14,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.15,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.16,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus ureilyticus,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.17,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.18,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Allofustis,s__,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium ravenspurgense,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp900539985,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Alcaligenes,s__Alcaligenes faecalis,33,Fg,2
Met8650_megahit_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,33,Fg,2
Met8651_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium sp900539985,33,Fg,3
Met8651_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,33,Fg,3
Met8651_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,33,Fg,3
Met8651_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,33,Fg,3
Met8651_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,33,Fg,3
Met8651_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,33,Fg,3
Met8651_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,33,Fg,3
Met8651_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,33,Fg,3
Met8651_megahit_refinement_out_metawrap_50_10_bins_bin.9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__Moraxella catarrhalis,33,Fg,3
Met8652_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,33,Ic,1
Met8653_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,33,Ic,2
Met8653_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,33,Ic,2
Met8653_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,33,Ic,2
Met8654_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus mirabilis,33,Ic,3
Met8654_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,33,Ic,3
Met8654_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,33,Ic,3
Met8654_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus paragasseri,33,Ic,3
Met8654_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,33,Ic,3
Met8654_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera sp001546855,33,Ic,3
Met8654_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,33,Ic,3
Met8654_megahit_refinement_out_metawrap_50_10_bins_bin.8,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus intestini,33,Ic,3
Met8655_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,33,N,3
Met8655_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia stuartii,33,N,3
Met8655_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,33,N,3
Met8655_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium striatum,33,N,3
Met8655_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Alcaligenes,s__Alcaligenes faecalis,33,N,3
Met8656_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,33,Tw,2
Met8656_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,33,Tw,2
Met8657_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,33,Tw,3
Met8657_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus simulans,33,Tw,3
Met8657_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,33,Tw,3
Met8657_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,33,Tw,3
Met8657_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,33,Tw,3
Met8658_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus ureilyticus,40,Tw,2
Met8658_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium sediminis,40,Tw,2
Met8658_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,40,Tw,2
Met8658_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,40,Tw,2
Met8658_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium paucivorans,40,Tw,2
Met8658_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium ravenspurgense,40,Tw,2
Met8658_megahit_refinement_out_metawrap_50_10_bins_bin.7,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,40,Tw,2
Met8659_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium paucivorans,40,Tw,3
Met8659_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__Saccharimonas,s__Saccharimonas sp018127705,40,Tw,3
Met8659_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,40,Tw,3
Met8659_megahit_refinement_out_metawrap_50_10_bins_bin.4,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,40,Tw,3
Met8659_megahit_refinement_out_metawrap_50_10_bins_bin.5,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,40,Tw,3
Met8659_megahit_refinement_out_metawrap_50_10_bins_bin.6,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus pettenkoferi,40,Tw,3
Met8660_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum_E,49,Fg,1
Met8660_megahit_refinement_out_metawrap_50_10_bins_bin.2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__,49,Fg,1
Met8660_megahit_refinement_out_metawrap_50_10_bins_bin.3,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,49,Fg,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp900551465,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.10,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Fimisoma,s__Fimisoma sp000435715,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.12,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Muricomes,s__Muricomes oroticus,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.13,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_AP,s__Clostridium_AP sp000509125,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.14,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-177,s__CAG-177 sp003538135,52,An,1
Met8661_megahit_refinement_out_metawrap_50_10_bins_bin.15,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp000435555,52,An,1
